id,word_id,sense_id,form_type,form_text,source_id,human_review
946b48e5-5b70-5ccc-b2c1-d50e16732fcb,23949bce-ce3a-57b5-bc72-a35066f91bc4,de4404c1-3d3b-502d-9b7a-42b14ee4769b,present_participle,supporting,20bba4df-8a16-5e63-b73e-951692d95379,false
2c16281c-e409-5278-8686-8ddfb04070ac,23949bce-ce3a-57b5-bc72-a35066f91bc4,de4404c1-3d3b-502d-9b7a-42b14ee4769b,third_person_singular,supports,20bba4df-8a16-5e63-b73e-951692d95379,false
07c718d2-26c5-5f95-947c-ac468d97c91a,23949bce-ce3a-57b5-bc72-a35066f91bc4,de4404c1-3d3b-502d-9b7a-42b14ee4769b,past,supported,20bba4df-8a16-5e63-b73e-951692d95379,false
88c33389-10bb-5b3e-9fd6-e10ad60de686,9a0e9ea1-8a87-57fe-9fb5-e1ab519fc5b5,a06bfa59-3158-5c65-b3e4-7f4201fd2174,past,loved,20bba4df-8a16-5e63-b73e-951692d95379,false
1de41156-2ae5-5cbf-9a5d-9263e8a4cee9,9a0e9ea1-8a87-57fe-9fb5-e1ab519fc5b5,a06bfa59-3158-5c65-b3e4-7f4201fd2174,third_person_singular,loves,20bba4df-8a16-5e63-b73e-951692d95379,false
ed32fc1b-bbae-5412-80b2-1e543e000f11,9a0e9ea1-8a87-57fe-9fb5-e1ab519fc5b5,a06bfa59-3158-5c65-b3e4-7f4201fd2174,past_participle,loved,20bba4df-8a16-5e63-b73e-951692d95379,false
1771833b-13a9-5044-be8a-315acf368f07,9a0e9ea1-8a87-57fe-9fb5-e1ab519fc5b5,a06bfa59-3158-5c65-b3e4-7f4201fd2174,present_participle,loving,20bba4df-8a16-5e63-b73e-951692d95379,false
33bbff5f-4967-5302-b927-2dc9919a4354,0092299b-5d58-5fbc-b483-461323aa2602,12de099a-b401-5b0a-ab98-9c5893ee52fa,past_participle,helped,20bba4df-8a16-5e63-b73e-951692d95379,false
08777419-903a-5b18-8fd9-abd5b49e37b4,0092299b-5d58-5fbc-b483-461323aa2602,12de099a-b401-5b0a-ab98-9c5893ee52fa,present_participle,helping,20bba4df-8a16-5e63-b73e-951692d95379,false
fa9ec8a6-35d8-55c5-84f5-a1272eab8ace,0092299b-5d58-5fbc-b483-461323aa2602,12de099a-b401-5b0a-ab98-9c5893ee52fa,past,helped,20bba4df-8a16-5e63-b73e-951692d95379,false
16907298-c29a-5548-b0ad-e673bd88088e,0092299b-5d58-5fbc-b483-461323aa2602,12de099a-b401-5b0a-ab98-9c5893ee52fa,third_person_singular,helps,20bba4df-8a16-5e63-b73e-951692d95379,false
9d23029c-9eb3-5b2b-8eab-9bf6671c679e,e408406a-e69c-56d8-b603-c6db80fbfdd9,819d1b9f-2dfb-576c-b3fc-237c007c878f,past,lived,20bba4df-8a16-5e63-b73e-951692d95379,false
f23c5036-1eb6-5725-867b-16f2e28dc992,e408406a-e69c-56d8-b603-c6db80fbfdd9,819d1b9f-2dfb-576c-b3fc-237c007c878f,present_participle,living,20bba4df-8a16-5e63-b73e-951692d95379,false
73f2c456-0299-5d4a-a37a-e8fde4dd1216,e408406a-e69c-56d8-b603-c6db80fbfdd9,819d1b9f-2dfb-576c-b3fc-237c007c878f,third_person_singular,lives,20bba4df-8a16-5e63-b73e-951692d95379,false
958635e9-a8b4-5026-8cd2-40a36bc1af8d,e408406a-e69c-56d8-b603-c6db80fbfdd9,819d1b9f-2dfb-576c-b3fc-237c007c878f,past_participle,lived,20bba4df-8a16-5e63-b73e-951692d95379,false
2d20128e-3ff4-5717-9fe2-3a09b7ca51ae,52bbe1ba-dfe0-5682-8d28-d234dd92867d,4eec6b22-7589-5961-9701-51cfa1aafedc,past_participle,shared,20bba4df-8a16-5e63-b73e-951692d95379,false
a1608f76-bd57-52da-8f52-73bd1e38c8fc,52bbe1ba-dfe0-5682-8d28-d234dd92867d,4eec6b22-7589-5961-9701-51cfa1aafedc,present_participle,sharing,20bba4df-8a16-5e63-b73e-951692d95379,false
5c7637d2-330e-55f3-9787-dc323d0107f4,52bbe1ba-dfe0-5682-8d28-d234dd92867d,4eec6b22-7589-5961-9701-51cfa1aafedc,past,shared,20bba4df-8a16-5e63-b73e-951692d95379,false
e709982b-6b4b-588f-a60e-04231b8c72cc,52bbe1ba-dfe0-5682-8d28-d234dd92867d,4eec6b22-7589-5961-9701-51cfa1aafedc,third_person_singular,shares,20bba4df-8a16-5e63-b73e-951692d95379,false
